ProductID,Color,Material,Size,Capacity,Power_W,Voltage,Warranty_Months
3597,White,Mesh,S,1L,120,110V,40
3598,Black,Plastic,,750ml,,110V,-6
3599,Silver,Cotton,M,1L,250,110V,-6
3600,,Metal,500ml,1L,250,220V,-12
3601,Silver,Mesh,XL,N/A,120,110V,-11
3602,White,Cotton,750ml,500ml,120,230V,-12
3603,Red,Cotton,S,,N/A,110V,6
3604,Blue,Metal,XL,750ml,250,110V,22
3605,,,S,N/A,65,,27
3606,Blue,Mesh,M,500ml,N/A,,13
3607,Black,Metal,500ml,1L,N/A,110V,5
3608,,Steel,,500ml,65,220V,14
3609,White,Plastic,L,N/A,,110V,32
3610,Black,Metal,500ml,,N/A,220V,19
3611,Grey,Plastic,500ml,1L,N/A,,41
3612,Silver,Metal,15.6,500ml,120,N/A,20
3613,Silver,Mesh,750ml,1L,,N/A,33
3614,White,Mesh,,N/A,,,13
3615,White,,750ml,750ml,65,110V,19
3616,Silver,Plastic,S,N/A,65,220V,-10
3617,Grey,Mesh,S,N/A,N/A,110V,13
3618,Red,Mesh,15.6,750ml,250,,-6
3619,,Plastic,500ml,1L,N/A,220V,3
3620,Blue,,L,500ml,,N/A,13
3621,Black,Mesh,750ml,,120,N/A,37
3622,Blue,Cotton,L,750ml,N/A,230V,6
3623,Grey,Metal,L,N/A,250,,9
3624,Grey,Plastic,750ml,500ml,,N/A,5
3625,Silver,Cotton,S,N/A,N/A,N/A,10
3626,White,Cotton,XXL,N/A,120,,32
3627,White,Metal,500ml,N/A,N/A,110V,41
3628,Silver,Steel,M,N/A,250,110V,-3
3629,,Plastic,L,,,220V,15
3630,White,Metal,15.6,500ml,65,230V,4
3631,Red,Metal,,500ml,N/A,230V,44
3632,White,Mesh,,500ml,250,230V,28
3633,White,Metal,XXL,750ml,250,110V,19
3634,White,,M,750ml,,110V,13
3635,Blue,Mesh,,500ml,120,230V,23
3636,Silver,Metal,S,500ml,N/A,110V,14
3637,,,15.6,1L,250,,13
3638,,Mesh,500ml,N/A,120,N/A,-12
3639,Black,Plastic,L,1L,,N/A,33
3640,Silver,,500ml,N/A,120,230V,2
3641,Red,Metal,,1L,250,220V,7
3642,Silver,Steel,750ml,500ml,250,N/A,3
3643,Silver,Cotton,L,N/A,120,110V,42
3644,White,Metal,XXL,,N/A,220V,2
3645,White,Mesh,S,,120,220V,34
3646,White,Metal,L,1L,N/A,220V,5
3647,Silver,Steel,XXL,1L,250,110V,-12
3648,Blue,Mesh,L,N/A,65,N/A,44
3649,Blue,Steel,XXL,750ml,N/A,230V,10
3650,,Mesh,L,750ml,250,110V,43
3651,White,Cotton,,750ml,65,230V,5
3652,Grey,,500ml,500ml,,110V,19
3653,Black,,750ml,1L,120,230V,4
3654,,Mesh,XL,750ml,120,,40
3655,Grey,,750ml,,,,10
3656,White,Steel,,,N/A,110V,-6
3657,Grey,Mesh,XXL,N/A,,220V,14
3658,Blue,Mesh,,N/A,N/A,230V,15
3659,,Steel,750ml,1L,N/A,110V,39
3660,Blue,Cotton,L,N/A,,,22
3661,White,Mesh,XL,1L,N/A,220V,-1
3662,Blue,Steel,M,750ml,65,220V,2
3663,Red,Mesh,500ml,1L,250,110V,29
3664,White,Metal,750ml,1L,120,110V,46
3665,Black,Mesh,500ml,,65,220V,-12
3666,,Mesh,500ml,500ml,N/A,220V,0
3667,Grey,,L,500ml,N/A,220V,-4
3668,Grey,,15.6,500ml,,110V,26
3669,Black,Cotton,M,1L,250,,25
3670,Black,,750ml,1L,,,35
3671,Blue,Mesh,M,500ml,N/A,N/A,17
3672,Blue,Metal,XL,750ml,250,230V,25
3673,Black,Cotton,XL,N/A,250,230V,15
3674,Red,,L,,,220V,4
3675,Black,Cotton,15.6,1L,,110V,20
3676,,Mesh,M,1L,65,,-3
3677,Red,,,1L,120,230V,-10
3678,Blue,Steel,L,,250,,24
3679,Red,Cotton,XXL,750ml,250,230V,11
3680,,Cotton,S,750ml,N/A,230V,3
3681,Silver,,750ml,500ml,,230V,28
3682,Grey,Cotton,750ml,1L,N/A,,1
3683,White,Cotton,XXL,,,N/A,-9
3684,Grey,Cotton,,750ml,65,220V,6
3685,Grey,Metal,XXL,,250,110V,-10
3686,,Cotton,15.6,1L,65,N/A,29
3687,White,Plastic,L,,250,,35
3688,White,,,1L,N/A,230V,5
3689,Black,Steel,15.6,,120,110V,37
3690,Red,Mesh,500ml,,65,N/A,20
3691,Silver,Cotton,,N/A,,,36
3692,Black,Plastic,XXL,500ml,N/A,230V,2
3693,White,Steel,,500ml,120,230V,-1
3694,Blue,Steel,500ml,750ml,,,12
3695,,Plastic,L,N/A,65,230V,45
3696,Black,,,750ml,65,220V,7
3697,Silver,Mesh,15.6,750ml,250,N/A,19
3698,Red,Mesh,750ml,N/A,N/A,220V,0
3699,Blue,Steel,XXL,N/A,65,110V,45
3700,Black,Steel,750ml,N/A,250,,42
3701,Grey,,750ml,500ml,250,110V,-9
3702,Red,,M,750ml,120,110V,33
3703,White,Metal,500ml,500ml,250,110V,17
3704,Grey,Metal,XL,,250,220V,25
3705,White,Plastic,XXL,,250,220V,-7
3706,Red,Metal,750ml,,65,110V,-3
3707,Blue,Cotton,,N/A,120,,-7
3708,Black,Mesh,L,500ml,65,220V,31
3709,Blue,Cotton,XXL,,250,230V,35
3710,Grey,Cotton,500ml,N/A,,N/A,29
3711,Black,Plastic,,,250,110V,-12
3712,Black,,500ml,,N/A,110V,27
3713,White,Cotton,M,1L,250,,19
3714,Silver,Plastic,15.6,1L,65,,19
3715,Black,Steel,15.6,750ml,250,220V,38
3716,Red,,M,750ml,N/A,,18
3717,Silver,Plastic,15.6,N/A,N/A,110V,13
3718,Black,Cotton,L,,65,N/A,26
3719,Black,Steel,L,500ml,120,N/A,-7
3720,Grey,Mesh,S,1L,65,220V,39
3721,Blue,Metal,XL,500ml,,220V,6
3722,Black,Cotton,15.6,500ml,N/A,N/A,-1
3723,Black,Plastic,15.6,500ml,120,,21
3724,Grey,Plastic,XXL,1L,65,220V,-9
3725,Red,Steel,750ml,,250,110V,-3
3726,Silver,Cotton,,,120,N/A,-12
3727,White,Mesh,500ml,1L,,110V,-9
3728,White,Plastic,XXL,N/A,250,N/A,27
3729,Blue,Metal,,N/A,,220V,7
3730,Blue,Plastic,,N/A,N/A,110V,44
3731,Grey,Steel,S,500ml,65,N/A,15
3732,Red,Mesh,XXL,N/A,65,220V,35
3733,White,Cotton,L,,120,220V,36
3734,Blue,,XXL,,250,110V,-7
3735,Silver,Steel,750ml,,N/A,,13
3736,Grey,,M,,,,-4
3737,Red,Mesh,L,750ml,120,230V,26
3738,Blue,,,,,N/A,8
3739,White,Plastic,XL,1L,N/A,110V,10
3740,Red,Steel,,1L,250,,25
3741,Grey,Steel,XL,500ml,65,,23
3742,White,Plastic,750ml,1L,250,220V,47
3743,Grey,Cotton,15.6,1L,,N/A,-1
3744,Red,Cotton,15.6,N/A,N/A,,5
3745,White,Cotton,500ml,N/A,65,220V,24
3746,Blue,Metal,15.6,500ml,65,230V,29
3747,White,Cotton,S,,250,220V,46
3748,Black,Metal,XL,,N/A,230V,10
3749,Grey,Plastic,500ml,750ml,120,,-8
3750,White,,L,N/A,250,220V,-3
3751,,Steel,L,750ml,120,N/A,-5
3752,Silver,Metal,15.6,500ml,120,N/A,41
3753,Silver,,15.6,1L,65,220V,44
3754,Grey,Cotton,15.6,N/A,,,27
3755,Silver,Steel,XL,1L,250,220V,27
3756,Silver,Steel,XXL,N/A,120,110V,-7
3757,White,Plastic,XXL,500ml,N/A,220V,39
3758,Grey,Cotton,,,65,220V,42
3759,Black,Mesh,L,500ml,65,220V,-12
3760,,Plastic,XL,500ml,120,110V,3
3761,Blue,,,1L,,230V,33
3762,Blue,Mesh,,500ml,120,220V,22
3763,Black,Mesh,L,N/A,250,,17
3764,Silver,Metal,15.6,,,220V,28
3765,White,Steel,15.6,750ml,,N/A,24
3766,Black,Mesh,L,,250,110V,-2
3767,Grey,Cotton,,N/A,120,110V,36
3768,Silver,,XXL,1L,120,N/A,12
3769,Silver,Mesh,M,,N/A,230V,-7
3770,White,Metal,XXL,750ml,65,N/A,-8
3771,Silver,Metal,S,,250,220V,12
3772,Grey,Plastic,S,N/A,,,30
3773,,Cotton,500ml,,N/A,230V,15
3774,Black,,M,1L,250,110V,-3
3775,Red,,15.6,,250,N/A,9
3776,,Metal,M,750ml,65,220V,7
3777,Silver,Plastic,750ml,750ml,120,,11
3778,Grey,Steel,750ml,N/A,250,N/A,-3
3779,Red,Plastic,M,N/A,250,220V,23
3780,Blue,Cotton,500ml,N/A,250,230V,43
3781,Grey,Steel,15.6,1L,65,230V,47
3782,Red,Cotton,,1L,250,230V,25
3783,Blue,Plastic,,N/A,120,,38
3784,Black,Mesh,15.6,500ml,65,,14
3785,Black,,750ml,1L,N/A,110V,33
3786,Grey,Steel,750ml,750ml,120,220V,21
3787,Blue,Steel,15.6,500ml,,N/A,13
3788,Grey,Steel,,750ml,N/A,230V,31
3789,Grey,Mesh,XXL,500ml,N/A,220V,26
3790,Blue,Metal,XXL,,250,230V,6
3791,,Plastic,M,N/A,250,110V,25
3792,Grey,,XL,N/A,65,110V,20
3793,Black,Plastic,500ml,1L,250,230V,14
3794,White,Steel,XL,750ml,250,220V,13
3795,Grey,Steel,XXL,N/A,120,220V,4
3796,Grey,Mesh,L,N/A,65,N/A,30
3797,White,Plastic,XL,500ml,N/A,110V,-7
3798,White,Plastic,500ml,,,,33
3799,Silver,Mesh,S,1L,,N/A,45
3800,Grey,Metal,750ml,500ml,120,,38
3801,Silver,Plastic,M,N/A,120,220V,40
3802,,,,500ml,120,,12
3803,Blue,Metal,500ml,750ml,,220V,-5
3804,Silver,Plastic,L,500ml,250,110V,30
3805,Red,Metal,L,N/A,250,230V,26
3806,Grey,,15.6,500ml,120,220V,4
3807,White,Steel,XL,,,110V,15
3808,,Plastic,S,N/A,120,N/A,-3
3809,Red,Cotton,M,1L,N/A,N/A,45
3810,White,Cotton,750ml,N/A,,N/A,47
3811,White,,,,N/A,220V,-11
3812,Black,Cotton,S,1L,65,110V,36
3813,White,Steel,XL,750ml,,110V,20
3814,Red,Steel,S,1L,65,110V,5
3815,Silver,Mesh,,N/A,,N/A,4
3816,Red,Plastic,M,,N/A,220V,18
3817,,Steel,S,N/A,N/A,220V,3
3818,Blue,Steel,15.6,500ml,,110V,8
3819,Blue,Plastic,500ml,500ml,N/A,,1
3820,Silver,Plastic,L,1L,N/A,N/A,14
3821,Red,,S,N/A,250,110V,5
3822,White,Plastic,L,,250,220V,23
3823,,Metal,15.6,500ml,65,110V,-4
3824,Grey,,15.6,750ml,65,N/A,25
3825,Grey,,M,500ml,,110V,9
3826,,Plastic,750ml,500ml,65,230V,42
3827,White,Metal,XXL,N/A,120,N/A,-9
3828,,Cotton,,,65,220V,36
3829,Blue,Mesh,S,,250,220V,46
3830,Silver,Steel,XL,,120,110V,23
3831,Grey,Mesh,500ml,500ml,250,230V,3
3832,Red,Metal,M,500ml,120,,45
3833,White,Metal,XXL,N/A,65,220V,35
3834,,,,,250,220V,4
3835,Red,Metal,500ml,N/A,65,220V,5
3836,Silver,Metal,L,N/A,N/A,220V,34
3837,Red,Plastic,500ml,500ml,120,220V,19
3838,Blue,Cotton,M,,120,,29
3839,Black,Metal,15.6,500ml,65,110V,39
3840,,,L,500ml,120,220V,38
3841,Silver,Steel,XL,,250,220V,5
3842,Silver,Steel,XXL,500ml,N/A,,2
3843,Blue,,15.6,500ml,65,110V,16
3844,Silver,Mesh,750ml,750ml,65,230V,20
3845,Black,Plastic,15.6,,65,220V,12
3846,Blue,,,1L,N/A,,22
3847,White,Mesh,15.6,750ml,N/A,,34
3848,Silver,Plastic,15.6,500ml,,N/A,-7
3849,Black,Steel,15.6,500ml,250,N/A,-11
3850,,Cotton,L,500ml,120,N/A,8
3851,Silver,Cotton,750ml,750ml,120,230V,-11
3852,Grey,Plastic,S,,65,230V,28
3853,Red,Cotton,XXL,750ml,120,,-2
3854,Black,Mesh,L,750ml,250,110V,9
3855,Black,,15.6,500ml,250,,19
3856,,,500ml,N/A,120,N/A,-1
3857,,Steel,M,750ml,65,,40
3858,Red,Metal,,,250,,27
3859,Grey,Steel,S,750ml,,N/A,21
3860,Blue,Plastic,500ml,750ml,120,230V,-12
3861,White,Mesh,750ml,500ml,,N/A,4
3862,Red,,500ml,N/A,65,230V,10
3863,Grey,Mesh,M,1L,250,220V,44
3864,Silver,Plastic,L,,N/A,,21
3865,Blue,,L,750ml,N/A,220V,-8
3866,White,Plastic,XXL,1L,,110V,-5
3867,Silver,Metal,XXL,1L,65,N/A,5
3868,Grey,Plastic,L,,65,110V,3
3869,Blue,Metal,XL,1L,250,230V,32
3870,Red,Cotton,500ml,1L,N/A,,2
3871,Silver,Plastic,S,750ml,N/A,230V,45
3872,,,XXL,,65,N/A,12
3873,Blue,Metal,750ml,N/A,65,230V,1
3874,Grey,Plastic,M,N/A,250,110V,38
3875,Grey,Plastic,,,65,,34
3876,White,Mesh,15.6,1L,120,220V,-8
3877,White,,500ml,750ml,65,N/A,2
3878,White,Steel,15.6,,N/A,N/A,35
3879,Black,Plastic,15.6,500ml,250,220V,17
3880,Red,Metal,M,N/A,250,N/A,42
3881,Silver,Cotton,,,N/A,220V,-11
3882,Grey,Plastic,750ml,N/A,65,110V,-2
3883,Blue,Steel,M,,250,230V,-4
3884,Grey,Metal,XL,N/A,65,220V,36
3885,Black,Steel,XL,N/A,,230V,40
3886,Blue,Plastic,L,1L,250,230V,39
3887,Red,Metal,,750ml,250,N/A,3
3888,Black,Steel,S,N/A,65,230V,32
3889,White,Plastic,15.6,,N/A,230V,30
3890,Red,Metal,750ml,750ml,120,,21
3891,Red,Plastic,L,500ml,120,N/A,22
3892,Grey,Metal,L,,250,,1
3893,Silver,Metal,500ml,1L,65,,4
3894,Red,Plastic,M,,65,230V,32
3895,,Cotton,L,,120,230V,25
3896,Black,Metal,M,,,230V,-3
3897,,Cotton,S,,250,N/A,32
3898,Blue,,S,500ml,250,230V,38
3899,Red,Plastic,M,N/A,250,230V,6
3900,Blue,Cotton,S,N/A,250,,-9
3901,White,,750ml,500ml,120,N/A,44
3902,Silver,Plastic,S,N/A,250,230V,25
3903,Grey,Metal,XXL,750ml,250,110V,32
3904,Black,Metal,M,750ml,N/A,220V,39
3905,White,Plastic,M,N/A,,,27
3906,White,,500ml,,N/A,,39
3907,Silver,Steel,L,N/A,,220V,19
3908,Black,Mesh,750ml,N/A,N/A,230V,16
3909,White,Plastic,500ml,1L,120,,3
3910,Silver,,15.6,,,230V,7
3911,Red,Plastic,XL,500ml,65,N/A,6
3912,Blue,Mesh,XL,N/A,250,230V,32
3913,White,Cotton,500ml,500ml,65,110V,43
3914,Black,Mesh,750ml,500ml,250,230V,-4
3915,Silver,,M,500ml,120,N/A,30
3916,Blue,Cotton,XXL,500ml,65,110V,44
3917,Black,Cotton,L,1L,120,220V,-9
3918,Blue,Metal,L,N/A,120,,15
3919,Blue,,XL,,250,110V,-2
3920,Grey,Steel,,1L,65,220V,37
3921,White,Cotton,,500ml,N/A,220V,39
3922,Grey,Cotton,750ml,,65,230V,-10
3923,,Metal,,1L,250,,8
3924,Red,Metal,750ml,N/A,,230V,-12
3925,White,Metal,500ml,1L,250,,-9
3926,Silver,Mesh,500ml,750ml,65,,29
3927,Silver,Metal,L,1L,250,N/A,22
3928,,Metal,M,1L,120,230V,15
3929,Grey,Mesh,15.6,,,230V,40
3930,Silver,Plastic,L,N/A,65,,8
3931,Blue,,S,N/A,120,N/A,-9
3932,Red,Cotton,500ml,750ml,65,,7
3933,Silver,Cotton,15.6,N/A,,230V,12
3934,Black,,XXL,750ml,120,110V,26
3935,Silver,Cotton,500ml,N/A,N/A,110V,30
3936,Black,,15.6,1L,,,17
3937,White,Metal,500ml,N/A,N/A,110V,-10
3938,Black,,L,1L,,220V,31
3939,,Steel,,1L,250,220V,6
3940,Black,Steel,500ml,1L,,N/A,28
3941,Silver,,500ml,1L,,110V,35
3942,Silver,Plastic,XXL,500ml,120,230V,44
3943,Silver,Steel,M,,250,110V,26
3944,Black,,L,N/A,N/A,220V,1
3945,Silver,Cotton,15.6,N/A,,110V,35
3946,,Plastic,500ml,1L,,230V,-4
3947,Grey,Steel,,N/A,,220V,28
3948,,Steel,S,1L,,220V,23
3949,Grey,Cotton,,N/A,250,230V,-10
3950,Blue,Plastic,15.6,N/A,250,110V,28
3951,Black,Mesh,XXL,500ml,120,110V,12
3952,White,Metal,500ml,750ml,N/A,220V,1
3953,,,500ml,500ml,65,220V,-6
3954,White,,S,N/A,65,230V,1
3955,Red,Metal,500ml,750ml,250,110V,37
3956,Black,Steel,XL,500ml,,110V,25
3957,Blue,Cotton,15.6,N/A,65,110V,13
3958,Blue,Steel,500ml,750ml,120,230V,8
3959,Black,Mesh,L,500ml,120,N/A,30
3960,Grey,Plastic,L,N/A,120,,30
3961,Silver,Metal,500ml,750ml,120,N/A,28
3962,,,M,750ml,250,N/A,37
3963,Red,Mesh,L,N/A,250,230V,43
3964,Red,Mesh,L,,120,230V,-2
3965,Black,Mesh,,1L,250,230V,16
3966,Grey,Cotton,L,,65,220V,-10
3967,Blue,Metal,M,500ml,,N/A,9
3968,Silver,,15.6,,65,N/A,47
3969,Silver,Mesh,500ml,N/A,250,,4
3970,White,Steel,S,,250,N/A,43
3971,Grey,Steel,15.6,500ml,120,110V,44
3972,Blue,Cotton,L,500ml,,N/A,26
3973,Black,,,1L,250,N/A,18
3974,Grey,Cotton,500ml,N/A,N/A,230V,28
3975,Silver,Cotton,M,750ml,120,,40
3976,Blue,Mesh,M,500ml,65,110V,-5
3977,,Steel,XL,1L,65,110V,0
3978,White,,500ml,1L,N/A,110V,39
3979,Silver,Plastic,L,500ml,65,,-1
3980,White,Steel,750ml,,120,110V,30
3981,Blue,Plastic,XL,1L,,110V,29
3982,Red,,XL,,N/A,230V,18
3983,Grey,Mesh,15.6,,N/A,N/A,1
3984,White,Steel,L,N/A,120,110V,-6
3985,Grey,Metal,15.6,500ml,65,230V,-5
3986,Black,Steel,S,750ml,N/A,220V,37
3987,Black,Mesh,15.6,1L,N/A,220V,2
3988,,Steel,500ml,750ml,N/A,230V,-3
3989,White,Steel,15.6,,N/A,230V,40
3990,Black,Metal,XXL,N/A,250,N/A,26
3991,Black,Steel,15.6,,,110V,29
3992,Black,,,500ml,,N/A,18
3993,Red,,M,500ml,N/A,,-10
3994,Silver,,XL,1L,N/A,N/A,32
3995,Black,Metal,,500ml,N/A,110V,-3
3996,Black,Mesh,750ml,750ml,250,110V,24
3997,Red,,L,,65,230V,13
3998,Silver,Metal,S,750ml,250,N/A,46
3999,White,Mesh,M,500ml,65,230V,-1
4000,,Steel,15.6,N/A,N/A,230V,7
4001,Red,Steel,,N/A,250,220V,46
4002,,Mesh,,1L,250,110V,12
4003,Black,Metal,S,N/A,65,,33
4004,Grey,Mesh,,N/A,120,,42
4005,Black,Plastic,,500ml,N/A,230V,46
4006,Blue,Plastic,,N/A,65,110V,43
4007,Black,Plastic,500ml,1L,65,110V,24
4008,,Metal,,,250,N/A,0
4009,Silver,Metal,XXL,1L,N/A,220V,-9
4010,Black,Mesh,750ml,750ml,120,,40
4011,Blue,Plastic,XL,1L,250,110V,15
4012,Silver,Cotton,XL,N/A,,110V,27
4013,Blue,Steel,XXL,,N/A,,13
4014,Grey,Plastic,15.6,,120,110V,13
4015,Red,Cotton,S,500ml,N/A,,17
4016,Blue,Plastic,,,120,110V,43
4017,Blue,Steel,M,1L,,N/A,11
4018,Silver,Mesh,500ml,1L,250,230V,9
4019,Silver,Cotton,500ml,1L,250,230V,21
4020,Silver,Mesh,750ml,,N/A,N/A,12
4021,White,Mesh,15.6,750ml,65,230V,39
4022,Red,Metal,,,65,,-2
4023,White,Cotton,750ml,,N/A,N/A,-7
4024,Black,Plastic,M,N/A,65,220V,-7
4025,Red,Metal,XXL,,250,,38
4026,,Mesh,15.6,500ml,N/A,110V,8
4027,Blue,Steel,XL,,65,220V,-7
4028,White,,S,N/A,,N/A,4
4029,Red,,,750ml,250,220V,4
4030,Grey,Mesh,XXL,1L,250,110V,6
4031,,Metal,,1L,65,,23
4032,Blue,,L,N/A,120,220V,31
4033,Silver,,500ml,1L,120,110V,-10
4034,Blue,,XL,750ml,250,N/A,11
4035,Black,Cotton,XXL,1L,,110V,31
4036,Grey,Mesh,750ml,,65,230V,39
4037,Black,Cotton,750ml,1L,120,220V,29
4038,,Cotton,750ml,,250,N/A,26
4039,,,750ml,500ml,120,220V,47
4040,Blue,Steel,M,1L,65,230V,38
4041,,Plastic,S,,65,,-8
4042,White,,XL,500ml,N/A,,42
4043,Silver,Mesh,500ml,,250,,21
4044,,Plastic,M,750ml,,230V,36
4045,Black,Cotton,500ml,N/A,,220V,12
4046,Black,Plastic,750ml,500ml,120,N/A,35
4047,Silver,Metal,L,,,,28
4048,Silver,,XXL,1L,250,220V,24
4049,Grey,Mesh,15.6,N/A,120,230V,19
4050,Black,,750ml,N/A,N/A,230V,-7
4051,White,Cotton,XXL,500ml,250,220V,12
4052,Red,Cotton,750ml,N/A,N/A,N/A,17
4053,Blue,Cotton,S,,65,,7
4054,Red,Metal,XL,N/A,250,220V,17
4055,,Plastic,XL,,,,6
4056,,Mesh,500ml,1L,65,,41
4057,Black,,750ml,N/A,65,110V,23
4058,Silver,Metal,750ml,N/A,65,220V,-12
4059,,Metal,XL,,N/A,220V,38
4060,Red,Cotton,XXL,500ml,120,230V,-11
4061,Grey,Metal,XL,1L,N/A,230V,-9
4062,Black,Plastic,L,1L,65,,4
4063,Grey,Steel,,N/A,250,230V,41
4064,White,Mesh,XL,N/A,,,43
4065,,Cotton,750ml,1L,120,230V,11
4066,,,XXL,500ml,,230V,21
4067,Black,,S,500ml,120,230V,-11
4068,Black,Metal,M,750ml,N/A,110V,18
4069,Grey,Metal,L,500ml,65,N/A,17
4070,Red,Steel,XXL,N/A,250,N/A,-1
4071,,Mesh,L,750ml,N/A,,-9
4072,Grey,,S,N/A,120,230V,-10
4073,Red,Mesh,XL,,,220V,26
4074,Red,Steel,M,N/A,,N/A,-11
4075,,Cotton,,500ml,N/A,N/A,-5
4076,White,Metal,750ml,N/A,250,,6
4077,Blue,Plastic,S,500ml,N/A,220V,-9
4078,Blue,Metal,XL,500ml,,110V,20
4079,Red,,,1L,,N/A,12
4080,White,Steel,15.6,,65,110V,16
4081,Silver,Plastic,L,500ml,120,,8
4082,Red,,15.6,1L,250,N/A,24
4083,Black,,L,750ml,,110V,31
4084,White,Mesh,XL,1L,N/A,N/A,47
4085,Silver,Plastic,XXL,500ml,65,110V,-11
4086,Blue,Cotton,XL,750ml,250,230V,-2
4087,,Mesh,XL,750ml,65,N/A,35
4088,White,Mesh,L,,N/A,,23
4089,Red,Plastic,XL,500ml,120,,29
4090,Black,,500ml,,N/A,,39
4091,Blue,Metal,S,N/A,,,28
4092,Grey,Cotton,500ml,N/A,,,9
4093,Silver,Metal,XL,1L,,110V,11
4094,,Plastic,15.6,,,220V,39
4095,White,Mesh,,750ml,65,110V,-9
4096,White,,L,,,110V,25
4097,White,Cotton,500ml,,250,,19
4098,Silver,,15.6,500ml,250,110V,-6
4099,Blue,Steel,XL,1L,N/A,110V,-1
4100,,Cotton,L,,,N/A,46
4101,Grey,Steel,M,500ml,65,,34
4102,Blue,,XXL,,65,N/A,38
4103,Blue,,S,N/A,65,220V,27
4104,,Steel,15.6,500ml,250,,15
4105,Red,Plastic,L,750ml,,N/A,11
4106,Black,Mesh,L,750ml,,220V,38
4107,Blue,Metal,M,,120,230V,6
4108,White,Steel,,,120,110V,10
4109,,Plastic,S,N/A,,230V,38
4110,Red,Steel,XXL,1L,250,110V,16
4111,Grey,,M,500ml,250,,13
4112,Red,Plastic,XXL,750ml,120,,35
4113,Silver,Steel,,750ml,65,,45
4114,Silver,Metal,,,,220V,10
4115,Red,,15.6,500ml,250,110V,36
4116,Black,Steel,15.6,750ml,65,N/A,43
4117,Blue,Cotton,15.6,1L,N/A,110V,30
4118,Grey,Mesh,XL,1L,65,220V,38
4119,White,Metal,750ml,750ml,,N/A,41
4120,White,Cotton,15.6,,250,N/A,27
4121,,,,,N/A,220V,-2
4122,White,Cotton,15.6,1L,120,110V,3
4123,Grey,Steel,15.6,750ml,250,,15
4124,Silver,Steel,XXL,1L,250,110V,44
4125,Grey,,15.6,,120,230V,10
4126,Silver,Mesh,500ml,750ml,65,110V,-5
4127,,,15.6,N/A,250,230V,18
4128,White,,L,500ml,65,230V,34
4129,Grey,Steel,15.6,750ml,N/A,N/A,-7
4130,Black,Steel,750ml,N/A,N/A,N/A,20
4131,Grey,Mesh,,500ml,N/A,,41
4132,White,Metal,750ml,500ml,N/A,N/A,-3
4133,White,Mesh,L,,65,230V,24
4134,White,Steel,XL,1L,120,110V,7
4135,White,Steel,15.6,500ml,65,110V,11
4136,Blue,Metal,M,N/A,65,110V,-6
4137,Black,Steel,,,N/A,220V,17
4138,Red,Plastic,15.6,N/A,N/A,N/A,-9
4139,White,Metal,M,500ml,,110V,30
4140,White,Metal,750ml,N/A,250,230V,22
4141,,Plastic,XXL,1L,65,230V,46
4142,White,,500ml,,,230V,47
4143,White,Mesh,750ml,1L,250,110V,25
4144,White,Plastic,XL,1L,N/A,220V,-10
4145,Silver,Mesh,,1L,65,230V,13
4146,Black,Plastic,,,65,110V,47
4147,,Cotton,,1L,N/A,N/A,13
4148,Red,Mesh,XXL,,250,230V,40
4149,,Mesh,500ml,500ml,120,230V,9
4150,Grey,Plastic,750ml,750ml,250,110V,-3
4151,Blue,Steel,750ml,750ml,250,220V,9
4152,Red,Steel,S,500ml,250,N/A,32
4153,Silver,Plastic,L,750ml,120,230V,24
4154,Black,Mesh,S,750ml,,,33
4155,Black,Steel,L,1L,,230V,20
4156,Red,Cotton,XXL,1L,250,110V,2
4157,Silver,Steel,S,1L,65,220V,1
4158,Red,Steel,15.6,500ml,120,N/A,-7
4159,Grey,Steel,15.6,1L,250,110V,8
4160,,Cotton,M,1L,,,39
4161,Grey,,15.6,750ml,250,220V,45
4162,Grey,,,N/A,120,230V,11
4163,Silver,Mesh,S,N/A,65,N/A,39
4164,Grey,Cotton,XXL,500ml,,230V,8
4165,Black,Cotton,XXL,,,110V,7
4166,Blue,Steel,,1L,N/A,,-1
4167,,Mesh,L,500ml,250,,46
4168,Grey,Mesh,,750ml,120,,-7
4169,Red,Cotton,15.6,750ml,250,220V,9
4170,Grey,Steel,S,500ml,N/A,,15
4171,Grey,,S,750ml,250,N/A,19
4172,White,Cotton,750ml,1L,,230V,18
4173,Black,Metal,S,500ml,N/A,220V,25
4174,Silver,Plastic,,750ml,N/A,110V,33
4175,Blue,Mesh,XXL,N/A,250,220V,17
4176,,Metal,500ml,,N/A,N/A,13
4177,Black,Metal,,1L,,220V,4
4178,Silver,Mesh,750ml,500ml,,220V,40
4179,Grey,Mesh,500ml,N/A,65,220V,40
4180,Red,Mesh,XL,1L,120,N/A,26
4181,White,Mesh,XXL,1L,120,110V,46
4182,Red,Metal,L,750ml,N/A,220V,7
4183,Red,Mesh,S,,N/A,,40
4184,Blue,,,N/A,120,230V,33
4185,Black,Plastic,750ml,,120,230V,-1
4186,Grey,Cotton,L,,65,N/A,36
4187,Silver,Plastic,L,1L,120,110V,-5
4188,Silver,Plastic,XXL,1L,120,,41
4189,Blue,Cotton,XL,,250,110V,-11
4190,,Mesh,XXL,500ml,N/A,,36
4191,Silver,Plastic,750ml,N/A,65,230V,37
4192,Blue,,XXL,N/A,120,,30
4193,Red,Plastic,XL,1L,120,110V,-8
4194,Blue,,,,250,220V,18
4195,Black,Mesh,L,1L,120,110V,36
4196,White,Cotton,XXL,N/A,120,,31
