transaction_id,account_id,transaction_date,transaction_type,amount,currency,status,source_system
TXN0000288,ACC000288,10/15/2024,DEBIT,1360,USD,COMPLETED,ERP_CORE
TXN0000289,ACC000289,10/16/2024,CREDIT,1361.25,USD,COMPLETED,ERP_CORE
TXN0000290,ACC000290,10/17/2024,DEBIT,1362.5,USD,COMPLETED,ERP_CORE
TXN0000291,ACC000291,10/18/2024,CREDIT,1363.75,USD,COMPLETED,ERP_CORE
TXN0000292,ACC000292,10/19/2024,DEBIT,1365,USD,COMPLETED,ERP_CORE
TXN0000293,ACC000293,10/20/2024,CREDIT,1366.25,USD,COMPLETED,ERP_CORE
TXN0000294,ACC000294,10/21/2024,DEBIT,1367.5,USD,COMPLETED,ERP_CORE
TXN0000295,ACC000295,10/22/2024,CREDIT,1368.75,USD,COMPLETED,ERP_CORE
TXN0000296,ACC000296,10/23/2024,DEBIT,1370,USD,COMPLETED,ERP_CORE
TXN0000297,ACC000297,10/24/2024,CREDIT,1371.25,USD,COMPLETED,ERP_CORE
TXN0000298,ACC000298,10/25/2024,DEBIT,1372.5,USD,COMPLETED,ERP_CORE
TXN0000299,ACC000299,10/26/2024,CREDIT,1373.75,USD,COMPLETED,ERP_CORE
TXN0000300,ACC000300,10/27/2024,DEBIT,1375,USD,COMPLETED,ERP_CORE
TXN0000301,ACC000301,10/28/2024,CREDIT,1376.25,USD,COMPLETED,ERP_CORE
TXN0000302,ACC000302,10/29/2024,DEBIT,1377.5,USD,COMPLETED,ERP_CORE
TXN0000303,ACC000303,10/30/2024,CREDIT,1378.75,USD,COMPLETED,ERP_CORE
TXN0000304,ACC000304,10/31/2024,DEBIT,1380,USD,COMPLETED,ERP_CORE
TXN0000305,ACC000305,11/1/2024,CREDIT,1381.25,USD,COMPLETED,ERP_CORE
TXN0000306,ACC000306,11/2/2024,DEBIT,1382.5,USD,COMPLETED,ERP_CORE
TXN0000307,ACC000307,11/3/2024,CREDIT,1383.75,USD,COMPLETED,ERP_CORE
TXN0000308,ACC000308,11/4/2024,DEBIT,1385,USD,COMPLETED,ERP_CORE
TXN0000309,ACC000309,11/5/2024,CREDIT,1386.25,USD,COMPLETED,ERP_CORE
TXN0000310,ACC000310,11/6/2024,DEBIT,1387.5,USD,COMPLETED,ERP_CORE
TXN0000311,ACC000311,11/7/2024,CREDIT,1388.75,USD,COMPLETED,ERP_CORE
TXN0000312,ACC000312,11/8/2024,DEBIT,1390,USD,COMPLETED,ERP_CORE
TXN0000313,ACC000313,11/9/2024,CREDIT,1391.25,USD,COMPLETED,ERP_CORE
TXN0000314,ACC000314,11/10/2024,DEBIT,1392.5,USD,COMPLETED,ERP_CORE
TXN0000315,ACC000315,11/11/2024,CREDIT,1393.75,USD,COMPLETED,ERP_CORE
TXN0000316,ACC000316,11/12/2024,DEBIT,1395,USD,COMPLETED,ERP_CORE
TXN0000317,ACC000317,11/13/2024,CREDIT,1396.25,USD,COMPLETED,ERP_CORE
TXN0000318,ACC000318,11/14/2024,DEBIT,1397.5,USD,COMPLETED,ERP_CORE
TXN0000319,ACC000319,11/15/2024,CREDIT,1398.75,USD,COMPLETED,ERP_CORE
TXN0000320,ACC000320,11/16/2024,DEBIT,1400,USD,COMPLETED,ERP_CORE
TXN0000321,ACC000321,11/17/2024,CREDIT,1401.25,USD,COMPLETED,ERP_CORE
TXN0000322,ACC000322,11/18/2024,DEBIT,1402.5,USD,COMPLETED,ERP_CORE
TXN0000323,ACC000323,11/19/2024,CREDIT,1403.75,USD,COMPLETED,ERP_CORE
TXN0000324,ACC000324,11/20/2024,DEBIT,1405,USD,COMPLETED,ERP_CORE
TXN0000325,ACC000325,11/21/2024,CREDIT,1406.25,USD,COMPLETED,ERP_CORE
TXN0000326,ACC000326,11/22/2024,DEBIT,1407.5,USD,COMPLETED,ERP_CORE
TXN0000327,ACC000327,11/23/2024,CREDIT,1408.75,USD,COMPLETED,ERP_CORE
TXN0000328,ACC000328,11/24/2024,DEBIT,1410,USD,COMPLETED,ERP_CORE
TXN0000329,ACC000329,11/25/2024,CREDIT,1411.25,USD,COMPLETED,ERP_CORE
TXN0000330,ACC000330,11/26/2024,DEBIT,1412.5,USD,COMPLETED,ERP_CORE
TXN0000331,ACC000331,11/27/2024,CREDIT,1413.75,USD,COMPLETED,ERP_CORE
TXN0000332,ACC000332,11/28/2024,DEBIT,1415,USD,COMPLETED,ERP_CORE
TXN0000333,ACC000333,11/29/2024,CREDIT,1416.25,USD,COMPLETED,ERP_CORE
TXN0000334,ACC000334,11/30/2024,DEBIT,1417.5,USD,COMPLETED,ERP_CORE
TXN0000335,ACC000335,12/1/2024,CREDIT,1418.75,USD,COMPLETED,ERP_CORE
TXN0000336,ACC000336,12/2/2024,DEBIT,1420,USD,COMPLETED,ERP_CORE
TXN0000337,ACC000337,12/3/2024,CREDIT,1421.25,USD,COMPLETED,ERP_CORE
TXN0000338,ACC000338,12/4/2024,DEBIT,1422.5,USD,COMPLETED,ERP_CORE
TXN0000339,ACC000339,12/5/2024,CREDIT,1423.75,USD,COMPLETED,ERP_CORE
TXN0000340,ACC000340,12/6/2024,DEBIT,1425,USD,COMPLETED,ERP_CORE
TXN0000341,ACC000341,12/7/2024,CREDIT,1426.25,USD,COMPLETED,ERP_CORE
TXN0000342,ACC000342,12/8/2024,DEBIT,1427.5,USD,COMPLETED,ERP_CORE
TXN0000343,ACC000343,12/9/2024,CREDIT,1428.75,USD,COMPLETED,ERP_CORE
TXN0000344,ACC000344,12/10/2024,DEBIT,1430,USD,COMPLETED,ERP_CORE
TXN0000345,ACC000345,12/11/2024,CREDIT,1431.25,USD,COMPLETED,ERP_CORE
TXN0000346,ACC000346,12/12/2024,DEBIT,1432.5,USD,COMPLETED,ERP_CORE
TXN0000347,ACC000347,12/13/2024,CREDIT,1433.75,USD,COMPLETED,ERP_CORE
TXN0000348,ACC000348,12/14/2024,DEBIT,1435,USD,COMPLETED,ERP_CORE
TXN0000349,ACC000349,12/15/2024,CREDIT,1436.25,USD,COMPLETED,ERP_CORE
TXN0000350,ACC000350,12/16/2024,DEBIT,1437.5,USD,COMPLETED,ERP_CORE
TXN0000351,ACC000351,12/17/2024,CREDIT,1438.75,USD,COMPLETED,ERP_CORE
TXN0000352,ACC000352,12/18/2024,DEBIT,1440,USD,COMPLETED,ERP_CORE
TXN0000353,ACC000353,12/19/2024,CREDIT,1441.25,USD,COMPLETED,ERP_CORE
TXN0000354,ACC000354,12/20/2024,DEBIT,1442.5,USD,COMPLETED,ERP_CORE
TXN0000355,ACC000355,12/21/2024,CREDIT,1443.75,USD,COMPLETED,ERP_CORE
TXN0000356,ACC000356,12/22/2024,DEBIT,1445,USD,COMPLETED,ERP_CORE
TXN0000357,ACC000357,12/23/2024,CREDIT,1446.25,USD,COMPLETED,ERP_CORE
TXN0000358,ACC000358,12/24/2024,DEBIT,1447.5,USD,COMPLETED,ERP_CORE
TXN0000359,ACC000359,12/25/2024,CREDIT,1448.75,USD,COMPLETED,ERP_CORE
TXN0000360,ACC000360,12/26/2024,DEBIT,1450,USD,COMPLETED,ERP_CORE
TXN0000361,ACC000361,12/27/2024,CREDIT,1451.25,USD,COMPLETED,ERP_CORE
TXN0000362,ACC000362,12/28/2024,DEBIT,1452.5,USD,COMPLETED,ERP_CORE
TXN0000363,ACC000363,12/29/2024,CREDIT,1453.75,USD,COMPLETED,ERP_CORE
TXN0000364,ACC000364,12/30/2024,DEBIT,1455,USD,COMPLETED,ERP_CORE
TXN0000365,ACC000365,12/31/2024,CREDIT,1456.25,USD,COMPLETED,ERP_CORE
TXN0000366,ACC000366,1/1/2025,DEBIT,1457.5,USD,COMPLETED,ERP_CORE
TXN0000367,ACC000367,1/2/2025,CREDIT,1458.75,USD,COMPLETED,ERP_CORE
TXN0000368,ACC000368,1/3/2025,DEBIT,1460,USD,COMPLETED,ERP_CORE
TXN0000369,ACC000369,1/4/2025,CREDIT,1461.25,USD,COMPLETED,ERP_CORE
TXN0000370,ACC000370,1/5/2025,DEBIT,1462.5,USD,COMPLETED,ERP_CORE
TXN0000371,ACC000371,1/6/2025,CREDIT,1463.75,USD,COMPLETED,ERP_CORE
TXN0000372,ACC000372,1/7/2025,DEBIT,1465,USD,COMPLETED,ERP_CORE
TXN0000373,ACC000373,1/8/2025,CREDIT,1466.25,USD,COMPLETED,ERP_CORE
TXN0000374,ACC000374,1/9/2025,DEBIT,1467.5,USD,COMPLETED,ERP_CORE
TXN0000375,ACC000375,1/10/2025,CREDIT,1468.75,USD,COMPLETED,ERP_CORE
TXN0000376,ACC000376,1/11/2025,DEBIT,1470,USD,COMPLETED,ERP_CORE
TXN0000377,ACC000377,1/12/2025,CREDIT,1471.25,USD,COMPLETED,ERP_CORE
TXN0000378,ACC000378,1/13/2025,DEBIT,1472.5,USD,COMPLETED,ERP_CORE
TXN0000379,ACC000379,1/14/2025,CREDIT,1473.75,USD,COMPLETED,ERP_CORE
TXN0000380,ACC000380,1/15/2025,DEBIT,1475,USD,COMPLETED,ERP_CORE
TXN0000381,ACC000381,1/16/2025,CREDIT,1476.25,USD,COMPLETED,ERP_CORE
TXN0000382,ACC000382,1/17/2025,DEBIT,1477.5,USD,COMPLETED,ERP_CORE
TXN0000383,ACC000383,1/18/2025,CREDIT,1478.75,USD,COMPLETED,ERP_CORE
TXN0000384,ACC000384,1/19/2025,DEBIT,1480,USD,COMPLETED,ERP_CORE
TXN0000385,ACC000385,1/20/2025,CREDIT,1481.25,USD,COMPLETED,ERP_CORE
TXN0000386,ACC000386,1/21/2025,DEBIT,1482.5,USD,COMPLETED,ERP_CORE
TXN0000387,ACC000387,1/22/2025,CREDIT,1483.75,USD,COMPLETED,ERP_CORE
TXN0000388,ACC000388,1/23/2025,DEBIT,1485,USD,COMPLETED,ERP_CORE
TXN0000389,ACC000389,1/24/2025,CREDIT,1486.25,USD,COMPLETED,ERP_CORE
TXN0000390,ACC000390,1/25/2025,DEBIT,1487.5,USD,COMPLETED,ERP_CORE
TXN0000391,ACC000391,1/26/2025,CREDIT,1488.75,USD,COMPLETED,ERP_CORE
TXN0000392,ACC000392,1/27/2025,DEBIT,1490,USD,COMPLETED,ERP_CORE
TXN0000393,ACC000393,1/28/2025,CREDIT,1491.25,USD,COMPLETED,ERP_CORE
TXN0000394,ACC000394,1/29/2025,DEBIT,1492.5,USD,COMPLETED,ERP_CORE
TXN0000395,ACC000395,1/30/2025,CREDIT,1493.75,USD,COMPLETED,ERP_CORE
TXN0000396,ACC000396,1/31/2025,DEBIT,1495,USD,COMPLETED,ERP_CORE
TXN0000397,ACC000397,2/1/2025,CREDIT,1496.25,USD,COMPLETED,ERP_CORE
TXN0000398,ACC000398,2/2/2025,DEBIT,1497.5,USD,COMPLETED,ERP_CORE
TXN0000399,ACC000399,2/3/2025,CREDIT,1498.75,USD,COMPLETED,ERP_CORE
TXN0000400,ACC000400,2/4/2025,DEBIT,1500,USD,COMPLETED,ERP_CORE
TXN0000401,ACC000401,2/5/2025,CREDIT,1501.25,USD,COMPLETED,ERP_CORE
TXN0000402,ACC000402,2/6/2025,DEBIT,1502.5,USD,COMPLETED,ERP_CORE
TXN0000403,ACC000403,2/7/2025,CREDIT,1503.75,USD,COMPLETED,ERP_CORE
TXN0000404,ACC000404,2/8/2025,DEBIT,1505,USD,COMPLETED,ERP_CORE
TXN0000405,ACC000405,2/9/2025,CREDIT,1506.25,USD,COMPLETED,ERP_CORE
TXN0000406,ACC000406,2/10/2025,DEBIT,1507.5,USD,COMPLETED,ERP_CORE
TXN0000407,ACC000407,2/11/2025,CREDIT,1508.75,USD,COMPLETED,ERP_CORE
TXN0000408,ACC000408,2/12/2025,DEBIT,1510,USD,COMPLETED,ERP_CORE
TXN0000409,ACC000409,2/13/2025,CREDIT,1511.25,USD,COMPLETED,ERP_CORE
TXN0000410,ACC000410,2/14/2025,DEBIT,1512.5,USD,COMPLETED,ERP_CORE
TXN0000411,ACC000411,2/15/2025,CREDIT,1513.75,USD,COMPLETED,ERP_CORE
TXN0000412,ACC000412,2/16/2025,DEBIT,1515,USD,COMPLETED,ERP_CORE
TXN0000413,ACC000413,2/17/2025,CREDIT,1516.25,USD,COMPLETED,ERP_CORE
TXN0000414,ACC000414,2/18/2025,DEBIT,1517.5,USD,COMPLETED,ERP_CORE
TXN0000415,ACC000415,2/19/2025,CREDIT,1518.75,USD,COMPLETED,ERP_CORE
TXN0000416,ACC000416,2/20/2025,DEBIT,1520,USD,COMPLETED,ERP_CORE
TXN0000417,ACC000417,2/21/2025,CREDIT,1521.25,USD,COMPLETED,ERP_CORE
TXN0000418,ACC000418,2/22/2025,DEBIT,1522.5,USD,COMPLETED,ERP_CORE
TXN0000419,ACC000419,2/23/2025,CREDIT,1523.75,USD,COMPLETED,ERP_CORE
TXN0000420,ACC000420,2/24/2025,DEBIT,1525,USD,COMPLETED,ERP_CORE
TXN0000421,ACC000421,2/25/2025,CREDIT,1526.25,USD,COMPLETED,ERP_CORE
TXN0000422,ACC000422,2/26/2025,DEBIT,1527.5,USD,COMPLETED,ERP_CORE
TXN0000423,ACC000423,2/27/2025,CREDIT,1528.75,USD,COMPLETED,ERP_CORE
TXN0000424,ACC000424,2/28/2025,DEBIT,1530,USD,COMPLETED,ERP_CORE
TXN0000425,ACC000425,3/1/2025,CREDIT,1531.25,USD,COMPLETED,ERP_CORE
TXN0000426,ACC000426,3/2/2025,DEBIT,1532.5,USD,COMPLETED,ERP_CORE
TXN0000427,ACC000427,3/3/2025,CREDIT,1533.75,USD,COMPLETED,ERP_CORE
TXN0000428,ACC000428,3/4/2025,DEBIT,1535,USD,COMPLETED,ERP_CORE
TXN0000429,ACC000429,3/5/2025,CREDIT,1536.25,USD,COMPLETED,ERP_CORE
TXN0000430,ACC000430,3/6/2025,DEBIT,1537.5,USD,COMPLETED,ERP_CORE
TXN0000431,ACC000431,3/7/2025,CREDIT,1538.75,USD,COMPLETED,ERP_CORE
TXN0000432,ACC000432,3/8/2025,DEBIT,1540,USD,COMPLETED,ERP_CORE
TXN0000433,ACC000433,3/9/2025,CREDIT,1541.25,USD,COMPLETED,ERP_CORE
TXN0000434,ACC000434,3/10/2025,DEBIT,1542.5,USD,COMPLETED,ERP_CORE
TXN0000435,ACC000435,3/11/2025,CREDIT,1543.75,USD,COMPLETED,ERP_CORE
TXN0000436,ACC000436,3/12/2025,DEBIT,1545,USD,COMPLETED,ERP_CORE
TXN0000437,ACC000437,3/13/2025,CREDIT,1546.25,USD,COMPLETED,ERP_CORE
TXN0000438,ACC000438,3/14/2025,DEBIT,1547.5,USD,COMPLETED,ERP_CORE
TXN0000439,ACC000439,3/15/2025,CREDIT,1548.75,USD,COMPLETED,ERP_CORE
TXN0000440,ACC000440,3/16/2025,DEBIT,1550,USD,COMPLETED,ERP_CORE
TXN0000441,ACC000441,3/17/2025,CREDIT,1551.25,USD,COMPLETED,ERP_CORE
TXN0000442,ACC000442,3/18/2025,DEBIT,1552.5,USD,COMPLETED,ERP_CORE
TXN0000443,ACC000443,3/19/2025,CREDIT,1553.75,USD,COMPLETED,ERP_CORE
TXN0000444,ACC000444,3/20/2025,DEBIT,1555,USD,COMPLETED,ERP_CORE
TXN0000445,ACC000445,3/21/2025,CREDIT,1556.25,USD,COMPLETED,ERP_CORE
TXN0000446,ACC000446,3/22/2025,DEBIT,1557.5,USD,COMPLETED,ERP_CORE
TXN0000447,ACC000447,3/23/2025,CREDIT,1558.75,USD,COMPLETED,ERP_CORE
TXN0000448,ACC000448,3/24/2025,DEBIT,1560,USD,COMPLETED,ERP_CORE
TXN0000449,ACC000449,3/25/2025,CREDIT,1561.25,USD,COMPLETED,ERP_CORE
TXN0000450,ACC000450,3/26/2025,DEBIT,1562.5,USD,COMPLETED,ERP_CORE
TXN0000451,ACC000451,3/27/2025,CREDIT,1563.75,USD,COMPLETED,ERP_CORE
TXN0000452,ACC000452,3/28/2025,DEBIT,1565,USD,COMPLETED,ERP_CORE
TXN0000453,ACC000453,3/29/2025,CREDIT,1566.25,USD,COMPLETED,ERP_CORE
TXN0000454,ACC000454,3/30/2025,DEBIT,1567.5,USD,COMPLETED,ERP_CORE
TXN0000455,ACC000455,3/31/2025,CREDIT,1568.75,USD,COMPLETED,ERP_CORE
TXN0000456,ACC000456,4/1/2025,DEBIT,1570,USD,COMPLETED,ERP_CORE
TXN0000457,ACC000457,4/2/2025,CREDIT,1571.25,USD,COMPLETED,ERP_CORE
TXN0000458,ACC000458,4/3/2025,DEBIT,1572.5,USD,COMPLETED,ERP_CORE
TXN0000459,ACC000459,4/4/2025,CREDIT,1573.75,USD,COMPLETED,ERP_CORE
TXN0000460,ACC000460,4/5/2025,DEBIT,1575,USD,COMPLETED,ERP_CORE
TXN0000461,ACC000461,4/6/2025,CREDIT,1576.25,USD,COMPLETED,ERP_CORE
TXN0000462,ACC000462,4/7/2025,DEBIT,1577.5,USD,COMPLETED,ERP_CORE
TXN0000463,ACC000463,4/8/2025,CREDIT,1578.75,USD,COMPLETED,ERP_CORE
TXN0000464,ACC000464,4/9/2025,DEBIT,1580,USD,COMPLETED,ERP_CORE
TXN0000465,ACC000465,4/10/2025,CREDIT,1581.25,USD,COMPLETED,ERP_CORE
TXN0000466,ACC000466,4/11/2025,DEBIT,1582.5,USD,COMPLETED,ERP_CORE
TXN0000467,ACC000467,4/12/2025,CREDIT,1583.75,USD,COMPLETED,ERP_CORE
TXN0000468,ACC000468,4/13/2025,DEBIT,1585,USD,COMPLETED,ERP_CORE
TXN0000469,ACC000469,4/14/2025,CREDIT,1586.25,USD,COMPLETED,ERP_CORE
TXN0000470,ACC000470,4/15/2025,DEBIT,1587.5,USD,COMPLETED,ERP_CORE
TXN0000471,ACC000471,4/16/2025,CREDIT,1588.75,USD,COMPLETED,ERP_CORE
TXN0000472,ACC000472,4/17/2025,DEBIT,1590,USD,COMPLETED,ERP_CORE
TXN0000473,ACC000473,4/18/2025,CREDIT,1591.25,USD,COMPLETED,ERP_CORE
TXN0000474,ACC000474,4/19/2025,DEBIT,1592.5,USD,COMPLETED,ERP_CORE
TXN0000475,ACC000475,4/20/2025,CREDIT,1593.75,USD,COMPLETED,ERP_CORE
TXN0000476,ACC000476,4/21/2025,DEBIT,1595,USD,COMPLETED,ERP_CORE
TXN0000477,ACC000477,4/22/2025,CREDIT,1596.25,USD,COMPLETED,ERP_CORE
TXN0000478,ACC000478,4/23/2025,DEBIT,1597.5,USD,COMPLETED,ERP_CORE
TXN0000479,ACC000479,4/24/2025,CREDIT,1598.75,USD,COMPLETED,ERP_CORE
TXN0000480,ACC000480,4/25/2025,DEBIT,1600,USD,COMPLETED,ERP_CORE
TXN0000481,ACC000481,4/26/2025,CREDIT,1601.25,USD,COMPLETED,ERP_CORE
TXN0000482,ACC000482,4/27/2025,DEBIT,1602.5,USD,COMPLETED,ERP_CORE
TXN0000483,ACC000483,4/28/2025,CREDIT,1603.75,USD,COMPLETED,ERP_CORE
TXN0000484,ACC000484,4/29/2025,DEBIT,1605,USD,COMPLETED,ERP_CORE
TXN0000485,ACC000485,4/30/2025,CREDIT,1606.25,USD,COMPLETED,ERP_CORE
TXN0000486,ACC000486,5/1/2025,DEBIT,1607.5,USD,COMPLETED,ERP_CORE
TXN0000487,ACC000487,5/2/2025,CREDIT,1608.75,USD,COMPLETED,ERP_CORE
TXN0000488,ACC000488,5/3/2025,DEBIT,1610,USD,COMPLETED,ERP_CORE
TXN0000489,ACC000489,5/4/2025,CREDIT,1611.25,USD,COMPLETED,ERP_CORE
TXN0000490,ACC000490,5/5/2025,DEBIT,1612.5,USD,COMPLETED,ERP_CORE
TXN0000491,ACC000491,5/6/2025,CREDIT,1613.75,USD,COMPLETED,ERP_CORE
TXN0000492,ACC000492,5/7/2025,DEBIT,1615,USD,COMPLETED,ERP_CORE
TXN0000493,ACC000493,5/8/2025,CREDIT,1616.25,USD,COMPLETED,ERP_CORE
TXN0000494,ACC000494,5/9/2025,DEBIT,1617.5,USD,COMPLETED,ERP_CORE
TXN0000495,ACC000495,5/10/2025,CREDIT,1618.75,USD,COMPLETED,ERP_CORE
TXN0000496,ACC000496,5/11/2025,DEBIT,1620,USD,COMPLETED,ERP_CORE
TXN0000497,ACC000497,5/12/2025,CREDIT,1621.25,USD,COMPLETED,ERP_CORE
TXN0000498,ACC000498,5/13/2025,DEBIT,1622.5,USD,COMPLETED,ERP_CORE
TXN0000499,ACC000499,5/14/2025,CREDIT,1623.75,USD,COMPLETED,ERP_CORE
TXN0000500,ACC000500,5/15/2025,DEBIT,1625,USD,COMPLETED,ERP_CORE
TXN0000501,ACC000501,5/16/2025,CREDIT,1626.25,USD,COMPLETED,ERP_CORE
TXN0000502,ACC000502,5/17/2025,DEBIT,1627.5,USD,COMPLETED,ERP_CORE
TXN0000503,ACC000503,5/18/2025,CREDIT,1628.75,USD,COMPLETED,ERP_CORE
TXN0000504,ACC000504,5/19/2025,DEBIT,1630,USD,COMPLETED,ERP_CORE
TXN0000505,ACC000505,5/20/2025,CREDIT,1631.25,USD,COMPLETED,ERP_CORE
TXN0000506,ACC000506,5/21/2025,DEBIT,1632.5,USD,COMPLETED,ERP_CORE
TXN0000507,ACC000507,5/22/2025,CREDIT,1633.75,USD,COMPLETED,ERP_CORE
TXN0000508,ACC000508,5/23/2025,DEBIT,1635,USD,COMPLETED,ERP_CORE
TXN0000509,ACC000509,5/24/2025,CREDIT,1636.25,USD,COMPLETED,ERP_CORE
TXN0000510,ACC000510,5/25/2025,DEBIT,1637.5,USD,COMPLETED,ERP_CORE
TXN0000511,ACC000511,5/26/2025,CREDIT,1638.75,USD,COMPLETED,ERP_CORE
TXN0000512,ACC000512,5/27/2025,DEBIT,1640,USD,COMPLETED,ERP_CORE
TXN0000513,ACC000513,5/28/2025,CREDIT,1641.25,USD,COMPLETED,ERP_CORE
TXN0000514,ACC000514,5/29/2025,DEBIT,1642.5,USD,COMPLETED,ERP_CORE
TXN0000515,ACC000515,5/30/2025,CREDIT,1643.75,USD,COMPLETED,ERP_CORE
TXN0000516,ACC000516,5/31/2025,DEBIT,1645,USD,COMPLETED,ERP_CORE
TXN0000517,ACC000517,6/1/2025,CREDIT,1646.25,USD,COMPLETED,ERP_CORE
TXN0000518,ACC000518,6/2/2025,DEBIT,1647.5,USD,COMPLETED,ERP_CORE
TXN0000519,ACC000519,6/3/2025,CREDIT,1648.75,USD,COMPLETED,ERP_CORE
TXN0000520,ACC000520,6/4/2025,DEBIT,1650,USD,COMPLETED,ERP_CORE
TXN0000521,ACC000521,6/5/2025,CREDIT,1651.25,USD,COMPLETED,ERP_CORE
TXN0000522,ACC000522,6/6/2025,DEBIT,1652.5,USD,COMPLETED,ERP_CORE
TXN0000523,ACC000523,6/7/2025,CREDIT,1653.75,USD,COMPLETED,ERP_CORE
TXN0000524,ACC000524,6/8/2025,DEBIT,1655,USD,COMPLETED,ERP_CORE
TXN0000525,ACC000525,6/9/2025,CREDIT,1656.25,USD,COMPLETED,ERP_CORE
TXN0000526,ACC000526,6/10/2025,DEBIT,1657.5,USD,COMPLETED,ERP_CORE
TXN0000527,ACC000527,6/11/2025,CREDIT,1658.75,USD,COMPLETED,ERP_CORE
TXN0000528,ACC000528,6/12/2025,DEBIT,1660,USD,COMPLETED,ERP_CORE
TXN0000529,ACC000529,6/13/2025,CREDIT,1661.25,USD,COMPLETED,ERP_CORE
TXN0000530,ACC000530,6/14/2025,DEBIT,1662.5,USD,COMPLETED,ERP_CORE
TXN0000531,ACC000531,6/15/2025,CREDIT,1663.75,USD,COMPLETED,ERP_CORE
TXN0000532,ACC000532,6/16/2025,DEBIT,1665,USD,COMPLETED,ERP_CORE
TXN0000533,ACC000533,6/17/2025,CREDIT,1666.25,USD,COMPLETED,ERP_CORE
TXN0000534,ACC000534,6/18/2025,DEBIT,1667.5,USD,COMPLETED,ERP_CORE
TXN0000535,ACC000535,6/19/2025,CREDIT,1668.75,USD,COMPLETED,ERP_CORE
TXN0000536,ACC000536,6/20/2025,DEBIT,1670,USD,COMPLETED,ERP_CORE
TXN0000537,ACC000537,6/21/2025,CREDIT,1671.25,USD,COMPLETED,ERP_CORE
TXN0000538,ACC000538,6/22/2025,DEBIT,1672.5,USD,COMPLETED,ERP_CORE
TXN0000539,ACC000539,6/23/2025,CREDIT,1673.75,USD,COMPLETED,ERP_CORE
TXN0000540,ACC000540,6/24/2025,DEBIT,1675,USD,COMPLETED,ERP_CORE
TXN0000541,ACC000541,6/25/2025,CREDIT,1676.25,USD,COMPLETED,ERP_CORE
TXN0000542,ACC000542,6/26/2025,DEBIT,1677.5,USD,COMPLETED,ERP_CORE
TXN0000543,ACC000543,6/27/2025,CREDIT,1678.75,USD,COMPLETED,ERP_CORE
TXN0000544,ACC000544,6/28/2025,DEBIT,1680,USD,COMPLETED,ERP_CORE
TXN0000545,ACC000545,6/29/2025,CREDIT,1681.25,USD,COMPLETED,ERP_CORE
TXN0000546,ACC000546,6/30/2025,DEBIT,1682.5,USD,COMPLETED,ERP_CORE
TXN0000547,ACC000547,7/1/2025,CREDIT,1683.75,USD,COMPLETED,ERP_CORE
TXN0000548,ACC000548,7/2/2025,DEBIT,1685,USD,COMPLETED,ERP_CORE
TXN0000549,ACC000549,7/3/2025,CREDIT,1686.25,USD,COMPLETED,ERP_CORE
TXN0000550,ACC000550,7/4/2025,DEBIT,1687.5,USD,COMPLETED,ERP_CORE
TXN0000551,ACC000551,7/5/2025,CREDIT,1688.75,USD,COMPLETED,ERP_CORE
TXN0000552,ACC000552,7/6/2025,DEBIT,1690,USD,COMPLETED,ERP_CORE
TXN0000553,ACC000553,7/7/2025,CREDIT,1691.25,USD,COMPLETED,ERP_CORE
TXN0000554,ACC000554,7/8/2025,DEBIT,1692.5,USD,COMPLETED,ERP_CORE
TXN0000555,ACC000555,7/9/2025,CREDIT,1693.75,USD,COMPLETED,ERP_CORE
TXN0000556,ACC000556,7/10/2025,DEBIT,1695,USD,COMPLETED,ERP_CORE
TXN0000557,ACC000557,7/11/2025,CREDIT,1696.25,USD,COMPLETED,ERP_CORE
TXN0000558,ACC000558,7/12/2025,DEBIT,1697.5,USD,COMPLETED,ERP_CORE
TXN0000559,ACC000559,7/13/2025,CREDIT,1698.75,USD,COMPLETED,ERP_CORE
TXN0000560,ACC000560,7/14/2025,DEBIT,1700,USD,COMPLETED,ERP_CORE
TXN0000561,ACC000561,7/15/2025,CREDIT,1701.25,USD,COMPLETED,ERP_CORE
TXN0000562,ACC000562,7/16/2025,DEBIT,1702.5,USD,COMPLETED,ERP_CORE
TXN0000563,ACC000563,7/17/2025,CREDIT,1703.75,USD,COMPLETED,ERP_CORE
TXN0000564,ACC000564,7/18/2025,DEBIT,1705,USD,COMPLETED,ERP_CORE
TXN0000565,ACC000565,7/19/2025,CREDIT,1706.25,USD,COMPLETED,ERP_CORE
TXN0000566,ACC000566,7/20/2025,DEBIT,1707.5,USD,COMPLETED,ERP_CORE
TXN0000567,ACC000567,7/21/2025,CREDIT,1708.75,USD,COMPLETED,ERP_CORE
TXN0000568,ACC000568,7/22/2025,DEBIT,1710,USD,COMPLETED,ERP_CORE
TXN0000569,ACC000569,7/23/2025,CREDIT,1711.25,USD,COMPLETED,ERP_CORE
TXN0000570,ACC000570,7/24/2025,DEBIT,1712.5,USD,COMPLETED,ERP_CORE
TXN0000571,ACC000571,7/25/2025,CREDIT,1713.75,USD,COMPLETED,ERP_CORE
TXN0000572,ACC000572,7/26/2025,DEBIT,1715,USD,COMPLETED,ERP_CORE
TXN0000573,ACC000573,7/27/2025,CREDIT,1716.25,USD,COMPLETED,ERP_CORE
TXN0000574,ACC000574,7/28/2025,DEBIT,1717.5,USD,COMPLETED,ERP_CORE
